,date,time,temperature,relative_humidity,wind_speed,wind_direction,load,__fileposition__
1,20160101,0,1.100000023841858,94,3," east-northeast                      ",19125,0
2,20160101,10000,1.100000023841858,95,3," north-east                          ",18912,54
3,20160101,20000,1.100000023841858,95,3," north-northeast                     ",18592,108
4,20160101,30000,0.8999999761581421,96,3," north-northeast                     ",18536,162
5,20160101,40000,1.200000047683716,96,3," north-east                          ",18810,216
6,20160101,50000,1.100000023841858,96,3," north-northeast                     ",19034,270
7,20160101,60000,1.100000023841858,96,3," north-east                          ",19406,324
8,20160101,70000,1.299999952316284,96,3," north-northeast                     ",19958,378
9,20160101,80000,1.5,95,2," north-northeast                     ",20376,432
10,20160101,90000,1.600000023841858,96,3," north-east                          ",20984,486
11,20160101,100000,1.700000047683716,96,2," north-east                          ",21367,540
12,20160101,110000,1.600000023841858,97,3," north-northeast                     ",21649,594
13,20160101,120000,2.0,96,3," north-east                          ",21808,648
14,20160101,130000,2.200000047683716,96,2," north-east                          ",22168,702
15,20160101,140000,2.0,96,3," north-northeast                     ",22690,756
16,20160101,150000,2.400000095367432,93,3," east-northeast                      ",23018,810
17,20160101,160000,2.299999952316284,94,3," north-east                          ",22824,864
18,20160101,170000,2.299999952316284,93,3," east-northeast                      ",22625,918
19,20160101,180000,2.299999952316284,91,3," east-northeast                      ",22113,972
20,20160101,190000,2.200000047683716,92,3," north-east                          ",21793,1026
21,20160101,200000,1.700000047683716,94,3," north-east                          ",21429,1080
22,20160101,210000,1.399999976158142,94,3," north-east                          ",20805,1134
23,20160101,220000,1.100000023841858,95,3," north-east                          ",20338,1188
24,20160101,230000,1.600000023841858,94,3," north-east                          ",19888,1242
25,20160102,0,1.5,94,3," north-east                          ",19449,1296
26,20160102,10000,1.399999976158142,92,3," north-east                          ",19039,1350
27,20160102,20000,1.299999952316284,90,4," east-northeast                      ",18904,1404
28,20160102,30000,1.100000023841858,91,3," east-northeast                      ",18985,1458
29,20160102,40000,1.0,89,4," east-northeast                      ",19242,1512
30,20160102,50000,1.100000023841858,86,3," east                                ",19731,1566
31,20160102,60000,1.0,82,3," east-southeast                      ",20397,1620
32,20160102,70000,0.5,82,4," east                                ",21290,1674
33,20160102,80000,-0.8999999761581421,88,6," east                                ",22149,1728
34,20160102,90000,-1.600000023841858,82,6," east                                ",22970,1782
35,20160102,100000,-2.0,81,5," east                                ",23487,1836
36,20160102,110000,-2.599999904632568,83,5," east-northeast                      ",23649,1890
37,20160102,120000,-2.799999952316284,78,4," east                                ",23521,1944
38,20160102,130000,-2.799999952316284,75,5," east                                ",23769,1998
39,20160102,140000,-3.0,73,4," east                                ",24090,2052
40,20160102,150000,-3.400000095367432,76,4," east-northeast                      ",24440,2106
41,20160102,160000,-3.400000095367432,78,3," east-northeast                      ",24838,2160
42,20160102,170000,-3.5,78,4," east-northeast                      ",24792,2214
43,20160102,180000,-3.700000047683716,77,5," east-northeast                      ",24434,2268
44,20160102,190000,-4.099999904632568,77,4," east-northeast                      ",23960,2322
45,20160102,200000,-4.5,79,4," east-northeast                      ",23469,2376
46,20160102,210000,-4.800000190734863,80,5," east-northeast                      ",22955,2430
47,20160102,220000,-5.0,75,5," east-northeast                      ",22505,2484
48,20160102,230000,-5.300000190734863,78,4," east-northeast                      ",21977,2538
49,20160103,0,-5.400000095367432,78,4," east-northeast                      ",21655,2592
50,20160103,10000,-5.5,80,4," north-east                          ",21443,2646
51,20160103,20000,-5.599999904632568,82,4," north-east                          ",21305,2700
52,20160103,30000,-5.599999904632568,82,4," north-east                          ",21223,2754
53,20160103,40000,-5.699999809265137,81,4," north-east                          ",21403,2808
54,20160103,50000,-5.699999809265137,82,4," north-east                          ",21670,2862
55,20160103,60000,-5.699999809265137,82,5," north-east                          ",22125,2916
56,20160103,70000,-5.699999809265137,82,4," north-east                          ",22781,2970
57,20160103,80000,-5.800000190734863,82,4," north-east                          ",23527,3024
58,20160103,90000,-5.800000190734863,82,3," north-northeast                     ",24302,3078
59,20160103,100000,-5.699999809265137,82,4," north-east                          ",24465,3132
60,20160103,110000,-5.699999809265137,82,4," north-east                          ",24516,3186
61,20160103,120000,-5.5,82,3," north-east                          ",24674,3240
62,20160103,130000,-5.5,82,3," north-east                          ",24695,3294
63,20160103,140000,-5.5,80,3," north-east                          ",25325,3348
64,20160103,150000,-5.699999809265137,82,3," north-east                          ",25823,3402
65,20160103,160000,-6.0,81,3," north-east                          ",26019,3456
66,20160103,170000,-6.099999904632568,81,2," north-northeast                     ",25764,3510
67,20160103,180000,-6.199999809265137,81,3," north-northeast                     ",25455,3564
68,20160103,190000,-6.300000190734863,81,2," north-northeast                     ",25138,3618
69,20160103,200000,-6.400000095367432,80,4," east-northeast                      ",24787,3672
70,20160103,210000,-6.5,81,3," north-east                          ",24192,3726
71,20160103,220000,-6.900000095367432,83,4," north-northeast                     ",23510,3780
72,20160103,230000,-6.900000095367432,83,3," north-east                          ",22694,3834
73,20160104,0,-6.900000095367432,83,3," north-east                          ",22472,3888
74,20160104,10000,-7.0,83,4," north-northeast                     ",22286,3942
75,20160104,20000,-7.099999904632568,83,3," north-northeast                     ",22283,3996
76,20160104,30000,-7.199999809265137,83,3," north-northeast                     ",22378,4050
77,20160104,40000,-7.199999809265137,84,3," north-northeast                     ",23282,4104
78,20160104,50000,-7.300000190734863,83,3," north-northeast                     ",25142,4158
79,20160104,60000,-7.099999904632568,83,4," north-east                          ",27603,4212
80,20160104,70000,-7.199999809265137,83,3," north-east                          ",28348,4266
81,20160104,80000,-6.900000095367432,81,3," north-east                          ",28300,4320
82,20160104,90000,-7.0,81,3," north-northeast                     ",28245,4374
83,20160104,100000,-7.099999904632568,81,2," north-east                          ",28216,4428
84,20160104,110000,-7.199999809265137,81,3," north-northeast                     ",28161,4482
85,20160104,120000,-7.0,81,2," north-northeast                     ",28326,4536
86,20160104,130000,-7.0,79,3," north-northeast                     ",28153,4590
87,20160104,140000,-7.0,77,3," north-east                          ",28269,4644
88,20160104,150000,-7.099999904632568,77,2," north-east                          ",28869,4698
89,20160104,160000,-7.300000190734863,77,2," north-east                          ",28713,4752
90,20160104,170000,-7.400000095367432,75,3," east-northeast                      ",28015,4806
91,20160104,180000,-7.699999809265137,76,4," north-east                          ",27763,4860
92,20160104,190000,-7.800000190734863,74,4," north-east                          ",27259,4914
93,20160104,200000,-7.699999809265137,73,2," north-northeast                     ",26780,4968
94,20160104,210000,-7.699999809265137,69,6," north-northeast                     ",25754,5022
95,20160104,220000,-8.300000190734863,74,4," north-northeast                     ",24498,5076
96,20160104,230000,-8.300000190734863,73,4," north-northeast                     ",23884,5130
97,20160105,0,-8.300000190734863,74,4," north-northeast                     ",23554,5184
98,20160105,10000,-8.300000190734863,72,4," north-northeast                     ",23482,5238
99,20160105,20000,-8.300000190734863,71,4," north-east                          ",23415,5292
100,20160105,30000,-8.100000381469727,72,4," north-east                          ",23550,5346
101,20160105,40000,-8.199999809265137,71,3," north-northeast                     ",24139,5400
102,20160105,50000,-8.0,69,4," north-northeast                     ",25869,5454
103,20160105,60000,-8.100000381469727,72,3," north-northeast                     ",28307,5508
104,20160105,70000,-7.800000190734863,70,4," north-east                          ",29118,5562
105,20160105,80000,-7.599999904632568,69,5," north-northeast                     ",28803,5616
106,20160105,90000,-7.400000095367432,69,5," north-northeast                     ",28602,5670
107,20160105,100000,-7.199999809265137,69,5," north-northeast                     ",28602,5724
108,20160105,110000,-6.800000190734863,67,3," north-northeast                     ",28445,5778
109,20160105,120000,-6.800000190734863,67,0,"no-wind                              ",28487,5832
110,20160105,130000,-6.599999904632568,67,2," north                               ",28425,5886
111,20160105,140000,-6.5,69,3," north-east                          ",28511,5940
112,20160105,150000,-6.699999809265137,71,4," north-northeast                     ",28966,5994
113,20160105,160000,-7.300000190734863,74,2," north-northeast                     ",28855,6048
114,20160105,170000,-7.300000190734863,76,2," north                               ",28425,6102
115,20160105,180000,-7.199999809265137,76,2," north-northeast                     ",28071,6156
116,20160105,190000,-7.400000095367432,75,2," north                               ",27608,6210
117,20160105,200000,-8.0,78,1," north-northeast                     ",27226,6264
118,20160105,210000,-9.100000381469727,83,2," north-east                          ",26694,6318
119,20160105,220000,-8.300000190734863,80,2," north-northeast                     ",25560,6372
120,20160105,230000,-8.399999618530273,78,3," north-east                          ",24497,6426
121,20160106,0,-9.0,80,2," north-east                          ",24080,6480
122,20160106,10000,-9.899999618530273,85,2," north-east                          ",23941,6534
123,20160106,20000,-10.0,82,3," north-northeast                     ",23947,6588
124,20160106,30000,-11.0,82,3," north-east                          ",24192,6642
125,20160106,40000,-11.30000019073486,82,3," north-northeast                     ",24775,6696
126,20160106,50000,-11.60000038146973,85,3," north-northeast                     ",26573,6750
127,20160106,60000,-11.39999961853027,83,3," north-east                          ",29044,6804
128,20160106,70000,-11.89999961853027,85,1," north-east                          ",29847,6858
129,20160106,80000,-11.80000019073486,83,3," north-northeast                     ",29788,6912
130,20160106,90000,-12.0,86,3," north-northeast                     ",29616,6966
131,20160106,100000,-11.30000019073486,83,4," north-east                          ",29286,7020
132,20160106,110000,-10.60000038146973,82,2," north-east                          ",29301,7074
133,20160106,120000,-10.10000038146973,83,2," north-northeast                     ",29134,7128
134,20160106,130000,-10.0,80,3," north-east                          ",29161,7182
135,20160106,140000,-10.19999980926514,78,3," north-east                          ",29199,7236
136,20160106,150000,-10.5,80,3," north-east                          ",29649,7290
137,20160106,160000,-11.19999980926514,79,3," north-northeast                     ",29680,7344
138,20160106,170000,-11.80000019073486,83,3," north-northeast                     ",29086,7398
139,20160106,180000,-11.89999961853027,83,3," north-east                          ",28897,7452
140,20160106,190000,-12.39999961853027,84,2," north-east                          ",28653,7506
141,20160106,200000,-12.5,84,3," north-northeast                     ",28216,7560
142,20160106,210000,-12.80000019073486,81,3," north-east                          ",27401,7614
143,20160106,220000,-13.0,82,3," north-east                          ",26286,7668
144,20160106,230000,-12.69999980926514,83,2," north-northeast                     ",25366,7722
145,20160107,0,-12.80000019073486,83,2," north-east                          ",24885,7776
146,20160107,10000,-12.80000019073486,83,3," north-east                          ",24522,7830
147,20160107,20000,-12.10000038146973,82,3," north-east                          ",24446,7884
148,20160107,30000,-12.0,83,3," north-east                          ",24768,7938
149,20160107,40000,-12.10000038146973,81,2," north-east                          ",25508,7992
150,20160107,50000,-12.30000019073486,80,3," north-northeast                     ",27299,8046
151,20160107,60000,-12.39999961853027,79,3," north-east                          ",29486,8100
152,20160107,70000,-12.60000038146973,80,3," north-northeast                     ",30162,8154
153,20160107,80000,-13.0,80,3," north-northeast                     ",30063,8208
154,20160107,90000,-12.89999961853027,80,3," north-northeast                     ",30132,8262
155,20160107,100000,-12.80000019073486,79,3," north-east                          ",29969,8316
156,20160107,110000,-12.69999980926514,79,3," north-east                          ",29774,8370
157,20160107,120000,-12.19999980926514,79,4," north-northeast                     ",29717,8424
158,20160107,130000,-11.60000038146973,77,4," north-northeast                     ",29800,8478
159,20160107,140000,-12.0,77,4," north-northeast                     ",29913,8532
160,20160107,150000,-12.5,79,5," north-east                          ",30161,8586
161,20160107,160000,-12.30000019073486,79,5," north-east                          ",30068,8640
162,20160107,170000,-12.0,79,4," north-northeast                     ",29575,8694
163,20160107,180000,-11.80000019073486,82,4," north-northeast                     ",29263,8748
164,20160107,190000,-11.30000019073486,81,3," north-northeast                     ",28837,8802
165,20160107,200000,-10.89999961853027,81,3," north-northeast                     ",28197,8856
166,20160107,210000,-10.69999980926514,81,4," north-northeast                     ",27368,8910
167,20160107,220000,-10.30000019073486,81,3," north-northeast                     ",26237,8964
168,20160107,230000,-10.30000019073486,81,4," north-east                          ",25307,9018
169,20160108,0,-10.39999961853027,84,4," north-east                          ",24781,9072
170,20160108,10000,-10.30000019073486,82,5," north-northeast                     ",24636,9126
171,20160108,20000,-10.19999980926514,85,5," north-east                          ",24620,9180
172,20160108,30000,-10.10000038146973,83,4," north-northeast                     ",24880,9234
173,20160108,40000,-10.10000038146973,81,4," north-east                          ",25502,9288
174,20160108,50000,-10.0,82,4," north-northeast                     ",27320,9342
175,20160108,60000,-9.800000190734863,82,4," north-east                          ",29355,9396
176,20160108,70000,-9.399999618530273,80,5," north-northeast                     ",30134,9450
177,20160108,80000,-9.199999809265137,80,4," north-east                          ",30172,9504
178,20160108,90000,-9.0,80,5," north-northeast                     ",30163,9558
179,20160108,100000,-8.600000381469727,80,4," north-northeast                     ",30046,9612
180,20160108,110000,-8.399999618530273,81,5," north-northeast                     ",29860,9666
181,20160108,120000,-7.800000190734863,81,5," north-northeast                     ",29555,9720
182,20160108,130000,-7.900000095367432,81,5," north-northeast                     ",29426,9774
183,20160108,140000,-8.100000381469727,79,6," north-northeast                     ",29582,9828
184,20160108,150000,-8.100000381469727,81,5," north-northeast                     ",29833,9882
185,20160108,160000,-8.100000381469727,81,6," north-northeast                     ",29713,9936
186,20160108,170000,-8.5,80,7," north-northeast                     ",29495,9990
187,20160108,180000,-8.699999809265137,80,5," north-northeast                     ",29138,10044
188,20160108,190000,-8.5,80,5," north-northeast                     ",28467,10098
189,20160108,200000,-8.300000190734863,79,5," north-northeast                     ",27594,10152
190,20160108,210000,-8.300000190734863,79,5," north-northeast                     ",26991,10206
191,20160108,220000,-8.399999618530273,79,5," north-northeast                     ",26129,10260
192,20160108,230000,-8.600000381469727,79,6," north-northeast                     ",25679,10314
193,20160109,0,-8.600000381469727,80,5," north-northeast                     ",25067,10368
194,20160109,10000,-8.699999809265137,80,5," north-northeast                     ",24701,10422
195,20160109,20000,-8.399999618530273,80,5," north-northeast                     ",24692,10476
196,20160109,30000,-8.5,80,6," north-northeast                     ",24649,10530
197,20160109,40000,-8.699999809265137,81,5," north-northeast                     ",24809,10584
198,20160109,50000,-8.800000190734863,81,5," north-northeast                     ",25132,10638
199,20160109,60000,-8.800000190734863,81,5," north-northeast                     ",25967,10692
200,20160109,70000,-9.0,82,6," north-northeast                     ",26888,10746
201,20160109,80000,-9.100000381469727,80,5," north-northeast                     ",27740,10800
202,20160109,90000,-9.199999809265137,80,6," north-northeast                     ",28386,10854
203,20160109,100000,-9.199999809265137,82,5," north-northeast                     ",28650,10908
204,20160109,110000,-9.199999809265137,80,5," north-northeast                     ",28537,10962
205,20160109,120000,-9.0,80,5," north-northeast                     ",28315,11016
206,20160109,130000,-8.800000190734863,80,4," north-northeast                     ",28307,11070
207,20160109,140000,-8.800000190734863,80,4," north-northeast                     ",28312,11124
208,20160109,150000,-8.699999809265137,79,4," north-northeast                     ",28650,11178
209,20160109,160000,-8.899999618530273,80,4," north-northeast                     ",28776,11232
210,20160109,170000,-9.100000381469727,80,5," north-northeast                     ",28723,11286
211,20160109,180000,-9.100000381469727,80,6," north-northeast                     ",28262,11340
212,20160109,190000,-9.300000190734863,80,5," north-northeast                     ",27524,11394
213,20160109,200000,-9.300000190734863,80,6," north-northeast                     ",26948,11448
214,20160109,210000,-9.199999809265137,78,5," north-east                          ",26275,11502
215,20160109,220000,-9.399999618530273,82,5," north-northeast                     ",25588,11556
216,20160109,230000,-9.0,80,5," north-east                          ",24824,11610
217,20160110,0,-8.899999618530273,78,5," north-northeast                     ",24410,11664
218,20160110,10000,-8.399999618530273,78,7," north-northeast                     ",24111,11718
219,20160110,20000,-8.800000190734863,82,8," north-northeast                     ",23966,11772
220,20160110,30000,-8.600000381469727,83,7," north-northeast                     ",23854,11826
221,20160110,40000,-8.300000190734863,83,6," north-northeast                     ",23999,11880
222,20160110,50000,-8.300000190734863,88,6," north-northeast                     ",24291,11934
223,20160110,60000,-8.199999809265137,88,8," north-northeast                     ",24646,11988
224,20160110,70000,-7.699999809265137,82,8," north-northeast                     ",25240,12042
225,20160110,80000,-7.400000095367432,83,7," north-northeast                     ",25929,12096
226,20160110,90000,-7.199999809265137,85,7," north-northeast                     ",26602,12150
227,20160110,100000,-7.099999904632568,86,6," north-northeast                     ",27051,12204
228,20160110,110000,-6.900000095367432,89,6," north-east                          ",27074,12258
229,20160110,120000,-6.5,88,6," north-east                          ",27104,12312
230,20160110,130000,-6.199999809265137,88,6," north-northeast                     ",26994,12366
231,20160110,140000,-5.599999904632568,85,6," north-northeast                     ",26977,12420
232,20160110,150000,-5.300000190734863,87,7," north-northeast                     ",27271,12474
233,20160110,160000,-4.300000190734863,86,5," north-east                          ",27319,12528
234,20160110,170000,-4.5,87,6," north-northeast                     ",27065,12582
235,20160110,180000,-3.0,86,6," north-northeast                     ",26851,12636
236,20160110,190000,-2.700000047683716,85,6," north-northeast                     ",26505,12690
237,20160110,200000,-2.400000095367432,88,5," north-northeast                     ",26033,12744
238,20160110,210000,-2.400000095367432,88,5," north-northeast                     ",25248,12798
239,20160110,220000,-1.899999976158142,87,6," north-northeast                     ",24185,12852
240,20160110,230000,-1.5,87,5," north-northeast                     ",23505,12906
241,20160111,0,-1.100000023841858,88,5," north-northeast                     ",22913,12960
242,20160111,10000,-1.100000023841858,88,4," north-northeast                     ",22625,13014
243,20160111,20000,-1.399999976158142,91,5," north-northeast                     ",22594,13068
244,20160111,30000,-1.5,91,7," north-northeast                     ",22711,13122
245,20160111,40000,-1.200000047683716,88,7," north-northeast                     ",23520,13176
246,20160111,50000,-1.200000047683716,88,6," north-northeast                     ",25409,13230
247,20160111,60000,-1.399999976158142,90,6," north-northeast                     ",27502,13284
248,20160111,70000,-1.399999976158142,90,6," north-northeast                     ",28041,13338
249,20160111,80000,-1.399999976158142,88,6," north-northeast                     ",27827,13392
250,20160111,90000,-1.5,88,6," north-northeast                     ",27819,13446
251,20160111,100000,-1.299999952316284,87,6," north-northeast                     ",27630,13500
252,20160111,110000,-1.299999952316284,87,6," north-northeast                     ",27386,13554
253,20160111,120000,-1.100000023841858,85,6," north-northeast                     ",27582,13608
254,20160111,130000,-1.0,84,5," north-northeast                     ",27607,13662
255,20160111,140000,-1.0,84,5," north-northeast                     ",27741,13716
256,20160111,150000,-1.100000023841858,83,5," north-northeast                     ",28015,13770
257,20160111,160000,-1.299999952316284,85,4," north-northeast                     ",27678,13824
258,20160111,170000,-1.399999976158142,87,4," north-northeast                     ",27457,13878
259,20160111,180000,-1.399999976158142,86,4," north                               ",27244,13932
260,20160111,190000,-1.299999952316284,83,4," north                               ",26736,13986
261,20160111,200000,-1.299999952316284,82,4," north                               ",26238,14040
262,20160111,210000,-1.299999952316284,83,3," north                               ",25183,14094
263,20160111,220000,-1.399999976158142,83,4," north                               ",23955,14148
264,20160111,230000,-1.5,82,4," north-northeast                     ",23156,14202
265,20160112,0,-1.5,80,5," north-northeast                     ",22719,14256
266,20160112,10000,-1.899999976158142,81,4," north-northeast                     ",22262,14310
267,20160112,20000,-2.0,81,3," north-northeast                     ",22343,14364
268,20160112,30000,-2.099999904632568,80,5," north-northeast                     ",22537,14418
269,20160112,40000,-2.099999904632568,79,3," north-northeast                     ",23489,14472
270,20160112,50000,-2.400000095367432,80,4," north-northeast                     ",25419,14526
271,20160112,60000,-2.400000095367432,78,3," north-northeast                     ",27663,14580
272,20160112,70000,-2.5,79,2," north-northeast                     ",28424,14634
273,20160112,80000,-2.599999904632568,80,2," north-east                          ",28353,14688
274,20160112,90000,-2.700000047683716,78,3," north-northeast                     ",28049,14742
275,20160112,100000,-2.900000095367432,77,4," north-northeast                     ",27945,14796
276,20160112,110000,-2.900000095367432,78,5," north-northeast                     ",27577,14850
277,20160112,120000,-2.799999952316284,78,4," north-northeast                     ",27775,14904
278,20160112,130000,-2.700000047683716,79,3," north-northeast                     ",27749,14958
279,20160112,140000,-2.799999952316284,79,4," north-northeast                     ",27940,15012
280,20160112,150000,-3.099999904632568,79,6," north-northeast                     ",28338,15066
281,20160112,160000,-3.299999952316284,79,6," north-northeast                     ",28122,15120
282,20160112,170000,-3.5,79,6," north-northeast                     ",27703,15174
283,20160112,180000,-3.700000047683716,79,6," north-northeast                     ",27465,15228
284,20160112,190000,-3.799999952316284,80,6," north-northeast                     ",27165,15282
285,20160112,200000,-3.900000095367432,81,5," north-northeast                     ",26655,15336
286,20160112,210000,-4.099999904632568,80,5," north-northeast                     ",25639,15390
287,20160112,220000,-4.400000095367432,83,5," north-northeast                     ",24441,15444
288,20160112,230000,-4.599999904632568,82,5," north-northeast                     ",23531,15498
289,20160113,0,-4.900000095367432,82,5," north-northeast                     ",23033,15552
290,20160113,10000,-5.300000190734863,85,5," north-northeast                     ",22845,15606
291,20160113,20000,-5.400000095367432,80,5," north-northeast                     ",22908,15660
292,20160113,30000,-5.699999809265137,83,4," north-northeast                     ",23220,15714
293,20160113,40000,-5.599999904632568,80,5," north-northeast                     ",23793,15768
294,20160113,50000,-5.5,78,2," north-northeast                     ",25644,15822
295,20160113,60000,-5.400000095367432,77,3," north-northeast                     ",27831,15876
296,20160113,70000,-5.5,78,3," north                               ",28486,15930
297,20160113,80000,-5.199999809265137,77,3," north-northeast                     ",28426,15984
298,20160113,90000,-5.400000095367432,77,4," north-northeast                     ",28601,16038
299,20160113,100000,-5.400000095367432,77,3," north-northeast                     ",28321,16092
300,20160113,110000,-5.5,75,4," north-northeast                     ",27891,16146
301,20160113,120000,-5.699999809265137,73,5," north-northeast                     ",27756,16200
302,20160113,130000,-6.0,73,4," north-northeast                     ",27819,16254
303,20160113,140000,-6.099999904632568,73,3," north-east                          ",28400,16308
304,20160113,150000,-6.5,73,4," north-east                          ",28953,16362
305,20160113,160000,-7.599999904632568,75,3," north-east                          ",28798,16416
306,20160113,170000,-8.399999618530273,78,2," north                               ",28615,16470
307,20160113,180000,-10.19999980926514,84,2," north-northeast                     ",28292,16524
308,20160113,190000,-10.10000038146973,82,3," north-east                          ",28089,16578
309,20160113,200000,-10.10000038146973,80,3," north-northeast                     ",27524,16632
310,20160113,210000,-11.0,81,3," north-northeast                     ",26674,16686
311,20160113,220000,-10.69999980926514,79,4," north-northeast                     ",25631,16740
312,20160113,230000,-11.19999980926514,77,3," north-northeast                     ",24827,16794
313,20160114,0,-11.89999961853027,79,2," north-northeast                     ",24391,16848
314,20160114,10000,-13.19999980926514,84,2," north-northeast                     ",24186,16902
315,20160114,20000,-13.19999980926514,81,2," north-east                          ",24130,16956
316,20160114,30000,-13.80000019073486,83,2," north-northeast                     ",24438,17010
317,20160114,40000,-13.60000038146973,84,2," north-northeast                     ",25140,17064
318,20160114,50000,-13.39999961853027,83,2," north-northeast                     ",27065,17118
319,20160114,60000,-11.39999961853027,77,2," north-east                          ",29368,17172
320,20160114,70000,-12.10000038146973,79,1," north-east                          ",30005,17226
321,20160114,80000,-12.19999980926514,81,0,"no-wind                              ",29732,17280
322,20160114,90000,-12.0,81,1," north-east                          ",29572,17334
323,20160114,100000,-12.30000019073486,81,1," north-east                          ",29292,17388
324,20160114,110000,-11.69999980926514,79,1," north-east                          ",29066,17442
325,20160114,120000,-10.30000019073486,73,2," east-northeast                      ",28982,17496
326,20160114,130000,-8.800000190734863,67,2," north-northeast                     ",28910,17550
327,20160114,140000,-9.199999809265137,73,1," south-southeast                     ",29137,17604
328,20160114,150000,-10.0,77,1," south-southeast                     ",29487,17658
329,20160114,160000,-11.0,81,0,"no-wind                              ",29411,17712
330,20160114,170000,-11.80000019073486,83,3," north-northeast                     ",29223,17766
331,20160114,180000,-12.0,82,3," north-northeast                     ",29005,17820
332,20160114,190000,-12.39999961853027,82,3," north-northeast                     ",28692,17874
333,20160114,200000,-13.30000019073486,85,1," north-northwest                     ",28149,17928
334,20160114,210000,-13.5,85,2," north-northeast                     ",27364,17982
335,20160114,220000,-14.39999961853027,85,1," north                               ",26214,18036
336,20160114,230000,-14.39999961853027,86,2," north-northeast                     ",25527,18090
337,20160115,0,-15.10000038146973,87,0,"no-wind                              ",25124,18144
338,20160115,10000,-14.5,82,3," north-northeast                     ",25003,18198
339,20160115,20000,-14.60000038146973,81,2," north-east                          ",24996,18252
340,20160115,30000,-15.10000038146973,83,2," north-northeast                     ",25214,18306
341,20160115,40000,-15.80000019073486,83,2," north-east                          ",25917,18360
342,20160115,50000,-15.30000019073486,82,3," north-east                          ",27687,18414
343,20160115,60000,-16.20000076293945,84,1," north-northeast                     ",29800,18468
344,20160115,70000,-15.69999980926514,82,3," north-east                          ",30493,18522
345,20160115,80000,-16.0,85,1," south-west                          ",30282,18576
346,20160115,90000,-15.60000038146973,85,2," north-east                          ",30044,18630
347,20160115,100000,-14.80000019073486,82,1," north-east                          ",29918,18684
348,20160115,110000,-12.60000038146973,79,1," east-northeast                      ",29696,18738
349,20160115,120000,-11.0,74,1," east                                ",29472,18792
350,20160115,130000,-11.30000019073486,74,1," east-southeast                      ",29321,18846
351,20160115,140000,-10.69999980926514,74,1," east                                ",29311,18900
352,20160115,150000,-11.10000038146973,77,2," north-northeast                     ",29603,18954
353,20160115,160000,-10.60000038146973,79,3," north-east                          ",29460,19008
354,20160115,170000,-10.89999961853027,78,1," north                               ",29204,19062
355,20160115,180000,-10.69999980926514,79,1," north-northwest                     ",28886,19116
356,20160115,190000,-9.800000190734863,76,3," north-east                          ",28194,19170
357,20160115,200000,-9.5,77,2," north                               ",27494,19224
358,20160115,210000,-9.399999618530273,82,2," north-northeast                     ",26840,19278
359,20160115,220000,-9.300000190734863,87,2," north-east                          ",26060,19332
360,20160115,230000,-9.0,87,3," north-northeast                     ",25232,19386
361,20160116,0,-8.800000190734863,88,2," north-east                          ",24634,19440
362,20160116,10000,-8.300000190734863,84,2," north-east                          ",24472,19494
363,20160116,20000,-8.199999809265137,88,2," north-east                          ",24483,19548
364,20160116,30000,-8.100000381469727,86,2," north-east                          ",24506,19602
365,20160116,40000,-7.699999809265137,81,2," north-east                          ",24749,19656
366,20160116,50000,-7.699999809265137,81,1," east-northeast                      ",25273,19710
367,20160116,60000,-7.300000190734863,77,1," north-northeast                     ",25785,19764
368,20160116,70000,-7.400000095367432,76,1," north-east                          ",26663,19818
369,20160116,80000,-7.5,76,2," east-northeast                      ",27529,19872
370,20160116,90000,-8.5,88,0,"no-wind                              ",28266,19926
371,20160116,100000,-9.0,87,1," east-northeast                      ",28192,19980
372,20160116,110000,-9.399999618530273,87,0,"no-wind                              ",27989,20034
373,20160116,120000,-8.800000190734863,85,1," north                               ",27727,20088
374,20160116,130000,-7.400000095367432,81,1," south-west                          ",27512,20142
375,20160116,140000,-7.800000190734863,77,1," east-northeast                      ",27663,20196
376,20160116,150000,-8.600000381469727,80,1," south-west                          ",28219,20250
377,20160116,160000,-9.800000190734863,83,1," north-east                          ",28627,20304
378,20160116,170000,-11.5,89,1," north-northeast                     ",28701,20358
379,20160116,180000,-11.60000038146973,89,1," south                               ",28438,20412
380,20160116,190000,-12.19999980926514,87,1," north-west                          ",27778,20466
381,20160116,200000,-12.60000038146973,89,0,"no-wind                              ",27215,20520
382,20160116,210000,-12.30000019073486,89,1," north                               ",26569,20574
383,20160116,220000,-11.39999961853027,89,1," west                                ",25780,20628
384,20160116,230000,-12.19999980926514,89,1," east                                ",25312,20682
385,20160117,0,-11.89999961853027,86,0,"no-wind                              ",25027,20736
386,20160117,10000,-11.39999961853027,87,1," south-southwest                     ",24846,20790
387,20160117,20000,-11.89999961853027,91,0,"no-wind                              ",24737,20844
388,20160117,30000,-12.10000038146973,91,1," south                               ",24854,20898
389,20160117,40000,-12.10000038146973,90,1," north-west                          ",24969,20952
390,20160117,50000,-13.0,90,1," south-west                          ",25153,21006
391,20160117,60000,-13.0,91,1," north-east                          ",25712,21060
392,20160117,70000,-13.89999961853027,89,1," south-southeast                     ",26272,21114
393,20160117,80000,-13.60000038146973,89,1," north-northeast                     ",27104,21168
394,20160117,90000,-14.30000019073486,89,1," north-east                          ",27673,21222
395,20160117,100000,-13.10000038146973,89,1," east-northeast                      ",27836,21276
396,20160117,110000,-10.39999961853027,90,0,"no-wind                              ",27661,21330
397,20160117,120000,-9.199999809265137,86,1," south-east                          ",27400,21384
